VivoconANSWERSoloa,VivoconANSWEREsposoaparejaotrapersonasignificativa,VivoconANSWERCompañeroadehospedaje,VivoconANSWERHijosas,VivoconANSWERPadreMadreoEncargadoa,VivoconANSWEROtrosfamiliares,Cantidaddehorasalasemanaquetrabajasconpaga,Tengoproblemaseconómicos,Teconsideras,Tipoderelaciónsentimiental,Mipreferenciareligiosaoespirituales,Númerodecréditosqueestastomandoestesemestre,Tengodificultadesacadémicas,Heestadoenprobatoriaacadémica,Tengoclaralaprofesiónalaquedeseodedicarme,Soyestudiantedetransferenciaopermisoespecial,ParticipoenequiposatléticosenelRecinto,Reciboserviciosderehabilitaciónvocacional,EstoyregistradoaenlaOficinadeServiciosaEstudiantesconImpedimient,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueaplique,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_A,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_B,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_C,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_D,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_E,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_F,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_G,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_H,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_I,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_J,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_K,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_L,SiestasregistradoaenOSEIindicalacategoriamarcatodaslasqueapliq_M,Tengopreocupacionesrelacionadasamialimentacióndietasnosaludable,Tengodificultadesconelsueño,Enlasúltimasdossemanashebebido5omástragoscorridosparahombreso4,Enlasúltimasdossemanas¿cuántasvecesfumastemarihuana,Asistíaconsejeríaopsicoterapiaporasuntosrelacionadosconmisalud,Hetomadomedicamentosprescritosporcondicionesrelacionadasamisalud,Heestadohospitalizadoaporalgunacondiciónrelacionadaconmisaludme,Sentílanecesidaddereducirelusodebebidasalcóholicasyodrogas,Otraspersonasmehanexpresadosupreocupaciónpormiconsumodealcoholy,Herecibidotratamientoporelusodealcoholodrogas,Hetenidoataquesdepánicoepisodiosdeansiedadseveraqueduranalreded,Hepensadoensuicidarme,Intentésuicidarme,Consideréseriamentelastimaraotrapersona,Causéintencionalmenteunaheridagraveaotrapersona,Hetenidocontactossexualesuotrasexperienciasdeíndolesexualsindes,Hesufridoacosoohesidomaltratadoporotrapersonaej.amigofamiliarcom,¿Hassufridoalgúnuneventostraumáticosquetehayaprovocadointenso,MarcasihasexperimentadoalgunadeestassituacionesANSWERAbusofísic,MarcasihasexperimentadoalgunadeestassituacionesANSWERAbusosexual,MarcasihasexperimentadoalgunadeestassituacionesANSWERAbusoemocio,MarcasihasexperimentadoalgunadeestassituacionesANSWERAtaquefísi,MarcasihasexperimentadoalgunadeestassituacionesANSWERViolenciase,MarcasihasexperimentadoalgunadeestassituacionesANSWERRaptooserto,MarcasihasexperimentadoalgunadeestassituacionesANSWERDiagnóstic,MarcasihasexperimentadoalgunadeestassituacionesANSWERPresenciéu,MarcasihasexperimentadoalgunadeestassituacionesANSWERSupequeunse,MarcasihasexperimentadoalgunadeestassituacionesANSWERMeenteréde,MarcasihasexperimentadoalgunadeestassituacionesANSWERMeenteré_A,MarcasihasexperimentadoalgunadeestassituacionesANSWERCombatemili,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIATAm,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_A,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_B,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_C,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_D,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_E,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_F,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_G,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_H,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_I,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_J,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_K,MarcasialgunadelassiguientesaplicaamiembrosdeTUFAMILIAINMEDIAT_L,Recibolaayudaemocionalyelapoyoquenecesitodemifamilia,Recibolaayudaemocionalyelapoyoquenecesitodemiredsocial,CASIC
0,0,1,0,0,0,10,1,3,5,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,0,1,3,6,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,FALSE
0,0,0,0,1,0,0,1,3,6,5,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,0,1,0,1,3,6,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,FALSE
0,0,0,0,1,0,0,1,1,6,10,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,FALSE
0,0,1,0,0,0,0,0,3,6,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,FALSE
1,0,0,0,0,0,28,1,3,6,10,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,1,0,0,0,10,1,3,6,8,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,FALSE
1,0,0,0,1,0,0,1,3,6,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,FALSE
0,0,0,0,0,1,11,1,2,6,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,1,0,1,0,0,37,0,3,1,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,28,1,3,6,8,15,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,1,0,10,1,3,6,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,10,1,2,6,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,0,0,3,6,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,1,0,10,0,6,4,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,0,0,3,6,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,1,0,16,1,6,6,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,1,0,0,0,10,1,3,4,8,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
0,0,0,0,1,0,0,1,2,6,8,15,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,FALSE
0,0,1,0,0,0,10,0,3,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,1,10,0,3,6,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,1,0,0,0,0,1,3,6,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,FALSE
0,0,0,0,1,0,10,0,6,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,1,24,1,3,6,5,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,FALSE
0,0,1,0,1,0,10,1,3,6,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
1,0,0,0,0,0,18,1,3,6,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,1,0,0,16,1,3,4,4,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,10,0,3,6,4,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,0,1,0,0,3,6,5,13,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,1,0,0,0,0,1,3,6,5,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,1,0,28,1,1,6,8,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,FALSE
0,0,1,0,0,0,10,0,3,6,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,1,1,9,1,3,6,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,0,1,3,6,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,10,1,2,6,4,20,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
0,0,0,0,1,0,0,0,3,6,4,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,1,0,10,1,4,6,5,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,1,0,0,0,0,1,3,6,4,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,36,1,3,6,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,1,0,0,0,0,30,1,5,2,1,6,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,FALSE
0,1,0,1,0,0,40,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,1,0,0,0,0,12,1,3,1,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,1,0,0,0,10,1,3,6,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,10,0,3,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
1,0,0,0,0,0,18,1,3,6,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,12,1,3,4,4,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,0,1,10,1,3,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,FALSE
0,0,0,0,1,0,10,0,3,6,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,0,1,3,6,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,FALSE
1,0,0,0,0,0,40,1,3,6,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,FALSE
0,0,0,0,1,1,18,0,3,6,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,10,1,3,6,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,1,0,10,1,3,6,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,10,1,6,6,10,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,FALSE
0,0,0,0,1,0,6,1,3,6,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,FALSE
1,0,0,0,0,0,10,1,4,6,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,FALSE
0,0,0,0,1,0,10,1,3,6,1,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,12,1,3,4,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,FALSE
0,0,1,0,1,0,10,0,3,6,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,1,0,0,0,25,1,4,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,FALSE
0,1,0,1,0,0,40,1,3,1,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,FALSE
0,0,0,0,1,1,0,1,3,6,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,FALSE
0,0,0,0,1,0,0,1,3,6,10,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,FALSE
0,0,0,0,1,0,0,1,3,6,10,12,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,10,1,4,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,FALSE
0,0,0,0,1,0,0,1,3,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,1,0,0,0,0,38,0,3,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,1,0,0,52,1,3,6,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,0,0,3,6,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,1,0,0,1,3,6,7,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,FALSE
